Delivery Date;Arrival Time;Customer Name;Palette Euro NEW;Caisses vertes;VID-T;VID-S;Vidanges champignons;Vidange F;FRIGO BOX;Palette Truval;Palette banane;Palette Plastique;Palette Pool;;;Remarques;Remarques Reprise;On Time?;Driver Name;Reprise marchandise ?;Reprise vidanges ?;Num unique Liv
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;4:05 AM;INTERMARCHE SART DAMES AVELINE;;;;;;;1;;;;;;;;;Yes;Giuliano Nicola;No;Yes;INTERSART21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;4:22 AM;AD GENAPPE;;;;;;;;;;;;;;;;Yes;Giuliano Nicola;No;No;ADGENAPPE21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;4:58 AM;INTER OTTIGNIES BY MESTDAGH;2;118;116;;;;;;;;;;;;;Yes;Giuliano Nicola;No;Yes;CARREFOTTI21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;7:03 AM;INTERMARCHE COURT-SAINT-ETIENNE;1;34;56;;;;;;;;;;;;;No;Giuliano Nicola;No;Yes;INTERCOURT21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;7:04 AM;TIGLAT SPRL;;;;;;;;;;;;;;;;Yes;Giuliano Nicola;No;No;TIGLATSPRL21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;7:12 AM;CHEZ THALIE SRL;4;21;13;;;;;;;;;;;;;No;Giuliano Nicola;No;Yes;CHEZTHALIE21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;8:06 AM;SCHROEDERS ERIC;;;;;;;;2;;;;;;;;No;Giuliano Nicola;No;Yes;SCHROEDERS21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;8:42 AM;CARREFOUR MARKET GEMBLOUX;;;;;;;;;;;;;;;;Yes;Giuliano Nicola;No;No;CARREFGEMB21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;10:23 AM;JR TRANSPORT;;;;;;;;;;;;;;;;Yes;Giuliano Nicola;;;70402
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;10:23 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Giuliano Nicola;;;
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;12:16 PM;LECLERC FEIGNIES;;;;;;;;;;;;;;;;No;Giuliano Nicola;No;No;LECLERCFEI22062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;12:16 PM;MAUBEUGEDIS;1;30;41;;;;;;;;;;;;;No;Giuliano Nicola;No;Yes;MAUBEUGEDI21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;2:00 PM;PAIRI DAIZA SA;9;;;;;;;;;;;;;;;No;Giuliano Nicola;No;Yes;PAIRIDAIZA21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;4:38 PM;CARREFOUR ECAUSSINES BEL AIR;;;;;;;;;;;;;;;;No;Giuliano Nicola;No;No;CARREFECBEL21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;4:38 PM;CARREFOUR ECAUSSINES LA HAIE;;;;;;;;;;;;;;;;No;Giuliano Nicola;No;No;CARREFECLAH21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;4:38 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Giuliano Nicola;;;70402
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;11:36 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Londot Philippe;;;
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;12:09 AM;CHEZ VAL;;;;;;;;;;;;;;;;Yes;Londot Philippe;No;No;CHEZVAL221062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;2:19 AM;BALOURDET PRIMEURS;2;48;46;5;;;;;;;;;;;Màche12x150g,abricots cal45/50AA 20x5kg pastèque brio cal5 2colis;Yes;Londot Philippe;Yes;Yes;BALOURDETP21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;3:16 AM;ZOUAOUI RACHID;;;;;;;;;;;;;;;;Yes;Londot Philippe;No;No;ZOUAOUIRAC12062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;6:21 AM;INTERMARCHE JOINVILLE;;;;;;;;;;;;;;;;No;Londot Philippe;No;No;INTERJOINV21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;8:29 AM;GUMUCH;;;;;;;;;;;;;;;;No;Londot Philippe;No;No;GUMUCH21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;9:31 AM;INTERMARCHE LAON;;;;;;;;;;;;;;;;No;Londot Philippe;No;Yes;INTERLAON21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;AGRISERT;;;;;;;;;;;;;;;;No;Londot Philippe;;;
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Londot Philippe;;;
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Match / Superlog / LP;;;
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;MATCH SA;;;;;;;;;;;;;;;;Yes;Match / Superlog / LP;;;MATCH21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;SA DELFOOD NV;;;;;;;;;;;;;;;;No;Match / Superlog / LP;;;SADELFOODN21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Match / Superlog / LP;;;
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;unknown;;;
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;TURKOGLU HACER;;;;;;;;;;;;;;;;No;unknown;;;TURKOGLUHA21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;NADOR SPRL;;;;;;;;;;;;;;;;No;unknown;;;NADOR SPRL21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;SG CENTRALE;;;;;;;;;;;;;;;;No;unknown;;;SGCENTRALE21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;SPRL MP PROJECT HORECA;;;;;;;;;;;;;;;;No;unknown;;;MPPROJECT21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;LP HUY DISCOUNT SPRL;;;;;;;;;;;;;;;;No;unknown;;;HUY21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;DIVOK FABIAN;;;;;;;;;;;;;;;;No;unknown;;;DIVOKFABIA21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;LP GRACE-HOLLOGNE DISCOUNT;;;;;;;;;;;;;;;;No;unknown;;;GRACEHOLLO21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;LP FLEURUS DISCOUNT;;;;;;;;;;;;;;;;No;unknown;;;FLEURUS21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;DOGAN ARIF;;;;;;;;;;;;;;;;No;unknown;;;DOGANARIF21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;RACK STORE;;;;;;;;;;;;;;;;No;unknown;;;RACKSTORE21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;CHEZ ALDWIN;;;;;;;;;;;;;;;;No;unknown;;;CHEZALDWIN21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;BOUCHERIE BLAIMONT SRL;;;;;;;;;;;;;;;;No;unknown;;;BOUCHBLAI21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;unknown;;;
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;10:59 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;;;
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;12:46 AM;INTER CHIEVRES BY M DIRECT;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;CARREFCHIE21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;1:24 AM;INTERMARCHE FRASNES LEZ;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;INTERFRASN21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;2:33 AM;INTERMARCHE MOUSCRON;20;;96;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;Yes;INTERMOUSC21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;3:18 AM;INTERMARCHE TEMPLEUVE;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;INTERTEMPL21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;3:54 AM;INTERMARCHE PERUWELZ HAINAUT;;;;;;;;;;;;;;;;No;Eurotrafic Thierry;No;No;INTERPERUW21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;4:12 AM;INTER QUEVAUCAMPS;0;82;14;;;;;;;;;;;;4x1kg de chicons ;No;Eurotrafic Thierry;Yes;Yes;INTERQUEVA21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;6:40 AM;VAMODIS;;;;;;;;;;;;;;;;No;Eurotrafic Thierry;No;No;VAMODIS21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;7:18 AM;DUVEAU ETS;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;No;No;DUVEAU21062023
;;;;;;;;;;;;;;;;;;;;;;
21/06/2023;10:04 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Eurotrafic Thierry;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Curcio Teo;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;;JS FRUITS & LEGUMES;;;;;;;;;;;;;;;;Yes;Curcio Teo;;;JSFRUITS22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;;NAIA MAGASIN;;;;;;;;;;;;;;;;Yes;Curcio Teo;;;NAIAMAGASI22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;;BOUVRY BRUXELLES;;;;;;;;;;;;;;;;Yes;Curcio Teo;;;BOUVRYBXL22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;;CEI;;;;;;;;;;;;;;;;No;Curcio Teo;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;;SA DELFOOD NV;;;;;;;;;;;;;;;;No;Curcio Teo;;;SADELFOODN22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;;JR Transport;;;;;;;;;;;;;;;;Yes;Curcio Teo;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:35 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Bette Laurent;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:35 AM;INTERMARCHE COURCELLES;;1;;;;;;;;;;;;;;No;Bette Laurent;Yes;Yes;INTERCOURC22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:57 PM;INTERMARCHE SOIGNIES;;;;;;;;;;;;;;;;No;Bette Laurent;No;No;INTERSOIGN22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:57 PM;Cora Chatelineau (Agrisert);;;;;;;;;;;;;;;;No;Bette Laurent;No;No;x
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:57 PM;DEPREZ - DARMONT;;;;;;;;;;;;;;;;No;Bette Laurent;No;No;DEPREZD22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:57 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Bette Laurent;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;2:47 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Boyer Jean-Roch;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:37 AM;INTERMARCHE PERWEZ B-W;;;;;;;;;;;;;;;;Yes;Boyer Jean-Roch;No;No;INTERPERWZ22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:38 AM;BAKKER ( Agrisert );;;;;;;;;;;;;;;;No;Boyer Jean-Roch;No;No;709
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:05 PM;BELORTA;;;;;;;;;;;;;;;;No;Boyer Jean-Roch;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:06 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Boyer Jean-Roch;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:07 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Soufiane Boumedhal;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:07 AM;INTERMARCHE ANDERLUES 2 CAPANDERE SA;10;;104;;;;;;;;;;;;;Yes;Soufiane Boumedhal;No;Yes;INTERAND222062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:26 AM;INTERMARCHE ANDERLUES;;;;;;;;;;;;;;;;Yes;Soufiane Boumedhal;No;No;INTERMARC122062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:55 AM;INTERMARCHE MORLANWELZ;10;69;54;;;;;;;;;;;;;No;Soufiane Boumedhal;No;Yes;INTERMORLA22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:12 AM;INTERMARCHE REBECQ;1;60;44;;;;;;;;;;;;;Yes;Soufiane Boumedhal;No;Yes;INTERREBEC22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:50 AM;INTERMARCHE TUBIZE;11;;;;;;;;;;;;;;;No;Soufiane Boumedhal;No;Yes;INTERTUBIZ22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:33 PM;BELORTA;;;;;;;;;;;;;;;;No;Soufiane Boumedhal;;;1 Bingo
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:33 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Soufiane Boumedhal;;;1 Bingo
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:59 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Magain Elodie;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;4:17 AM;EXKI (agrisert);;;;;;;;;;;;;;;;No;Magain Elodie;No;No;x
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;9:00 AM;Colruyt Central F1 DASS (Agrisert);;;;;;;;;;;;;;;;No;Magain Elodie;No;No;1
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;9:01 AM;FRUITPACKERS NV;;;;;;;;;;;;;;;;No;Magain Elodie;No;No;FRUITPACK222062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;9:01 AM;HEMPE MALINES;;;;;;;;;;;;;;;12 cartons de nectarines jaune.  Il avait demandé des blanches. ;No;Magain Elodie;Yes;No;HEMPEMALIN22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;2:56 PM;BELORTA;;;;;;;;;;;;;;;;No;Magain Elodie;;;1 Poche
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;2:56 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Magain Elodie;;;1 Poche
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:31 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Libin Franck;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;4:43 AM;PARAFRUIT;;;;;;;;;;;;;;;;No;Libin Franck;No;No;PARAFRUIT22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;6:00 AM;BARGHOUT MOUSSA;;;;;;;;;;;;;;;;No;Libin Franck;No;No;BARGHOUT22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;7:45 AM;VEILING HOOGSTRATEN;;;;;;;;;;;;;;;;Yes;Libin Franck;;;Patrick
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;2:50 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Libin Franck;;;Patrick
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;2:43 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Declefs Come;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:16 AM;INTERMARCHE JURBISE;10;;;;;;;;;;;;;;;Yes;Declefs Come;No;Yes;INTERJURBI22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:37 AM;INTER CHIEVRES BY M DIRECT;;;;;;;;;;;;;;;;Yes;Declefs Come;No;No;CARREFCHIE22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:20 AM;INTERMARCHE FRASNES LEZ;;;;;;;;;;;;;;;;Yes;Declefs Come;Yes;No;INTERFRASN22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:30 AM;INTERMARCHE TEMPLEUVE;;;;;;;1;;;;;;;;;Yes;Declefs Come;No;Yes;INTERTEMPL22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:30 AM;REO VEILING;;;;;;;;;;;;;;;;No;Declefs Come;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:17 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Declefs Come;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:30 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Crapez Ayrton;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:31 AM;INTER STREPY DIRECT;1;;97;;;;;;;;;;;;;Yes;Crapez Ayrton;No;Yes;INTERSTRED22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;4:02 AM;INTERMARCHE MONS;9;;;;;;;;;;;;;;;Yes;Crapez Ayrton;No;Yes;INTERMONS22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;4:30 AM;HOES MONS;;;;;;;;;;;;;;;;Yes;Crapez Ayrton;No;No;HOESMONS22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;6:12 AM;INTER QUEVAUCAMPS;1;20;72;;;;;;;;;;;;;Yes;Crapez Ayrton;Yes;Yes;INTERQUEVA22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;6:13 AM;INTERMARCHE PERUWELZ HAINAUT;20;62;61;;;;;;;;;;;;;Yes;Crapez Ayrton;No;Yes;INTERPERUW22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:52 AM;INTERMARCHE ORCQ;1;44;46;;;3;;;;;;;;;;No;Crapez Ayrton;No;Yes;INTERORCQ22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:53 AM;REO VEILING;;;;;;;;;;;;;;;;Yes;Crapez Ayrton;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:53 AM;SUPERLOG SA;;;;;;;;;;;;;;;;No;Crapez Ayrton;No;No;SUPERLOG22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:54 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Crapez Ayrton;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:22 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Ianni Saverio;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;4:19 AM;INTERMARCHE HOLLAIN;1;50;36;;;;;;;;;;;;;Yes;Ianni Saverio;No;Yes;INTERHOLLA22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;4:51 AM;INTERMARCHE RUMES;;;;;;;;;;;;;;;;Yes;Ianni Saverio;No;No;INTERRUMES22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:56 AM;INTERMARCHE MOUSCRON;12;120;96;;;;;;;;;;;;;Yes;Ianni Saverio;No;Yes;INTERMOUSC22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;9:52 AM;DV FRESH;;;;;;;;;;;;;;;;No;Ianni Saverio;;;JM
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;9:53 AM;LESAGE CHAMPIGNON;;;;;;;;;;;;;;;;Yes;Ianni Saverio;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;1:40 AM;REO VEILING;;;;;;;;;;;;;;;;No;Ianni Saverio;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;1:40 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Ianni Saverio;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;6:45 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Cindy Camby;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;6:45 PM;MATCH SA;;;;;;;;;;;;;;;;No;Cindy Camby;Yes;No;MATCH22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;12:23 AM;INTERMARCHE RANSART;;;;;;;;;;;;;;;;Yes;Cindy Camby;No;No;INTERRANSA22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;12:24 AM;INTERMARCHE GOSSELIES;;;;;;;1;;;;;;;;;Yes;Cindy Camby;No;Yes;INTERGOSSE22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;1:06 AM;INTERMARCHE GOZEE;;;;;;;;;;;;;;;;Yes;Cindy Camby;No;No;INTERGOZEE22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;1:53 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Cindy Camby;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:43 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Desclefs Julien;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;4:32 AM;INTERMARCHE GIVRY;1;21;27;;;;;;;;;;;;3 caisses carottes ... 1 caisse melon jaune ...1 caisse poivrons...;No;Desclefs Julien;Yes;Yes;INTERGIVRY22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:29 AM;LECLERC AULNOYE AYMERIES;9;56;36;;;;;;;;;;;;2 caisses carottes ... 1 caisse poivrons... 5 melons ;Yes;Desclefs Julien;Yes;Yes;LECLERCAUL22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;6:49 AM;VAMODIS;4;19;32;;;;;;;;;;;;2 caisses brocoli ... 1 caisse aubergines ;No;Desclefs Julien;Yes;Yes;VAMODIS22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;11:48 AM;REO VEILING;;;;;;;;;;;;;;;;No;Desclefs Julien;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:13 PM;SUPERLOG SA;;;;;;;;;;;;;;;;No;Desclefs Julien;No;No;SUPERLOG22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:13 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Desclefs Julien;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;2:46 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;4:20 AM;ITM ALIMENTAIRE BELGIUM BASE;;;;;;;;;;;;;;;;No;Bonivillo Roberto;No;No;ITM2BIO22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;4:44 AM;INTERMARCHE VILLERS-L-BOUILLET;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;No;No;INTERVILLE22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:08 AM;INTERMARCHE GRACE HOLLOGNE DIR;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;No;No;INTERGRACD22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:58 AM;EURO COLD STORE NV;;;;;;;;;;;;;;;;No;Bonivillo Roberto;No;No;EUROCOLD22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;10:25 AM;VEILING HOOGSTRATEN;;;;;;;;;;;;;;;;No;Bonivillo Roberto;;;Patrick
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:57 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Bonivillo Roberto;;;Patrick
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;6:47 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Willemet Philippe;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;7:31 PM;INTERMARCHE ANTHEE;1;28;31;;;;;;;;;;;;Retour :  20 caisses wépion 2 caisses raisin blanc 5 caisses chicons ;No;Willemet Philippe;Yes;Yes;INTERANTHE22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:29 PM;INTERMARCHE GEDINNE;1;41;34;;;;;;;;;;;;;No;Willemet Philippe;No;Yes;INTERGEDIN22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;9:20 PM;AD BERTRIX;;;;;;;;;;;;;;;;Yes;Willemet Philippe;No;No;ADBERTRIX22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;11:31 PM;NOAH PRIMEURS;;;;;;;;;;;;;;;;Yes;Willemet Philippe;No;No;NOAHPRIMEU22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;12:41 AM;CRUDIMO;2;115;96;;;;;;;;;;;;;Yes;Willemet Philippe;No;Yes;CRUDIMO22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:22 AM;SIVAS;;;;;;;;;;;;;;;;Yes;Willemet Philippe;No;No;SIVAS22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;6:27 AM;ITM VIREUX-MOLHAIN;;;;;;;;;;;;;;;;Yes;Willemet Philippe;No;No;INTERVIREU22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;9:39 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Willemet Philippe;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;2:06 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Nicolas Del Bianco;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:01 AM;INTERMARCHE FRAMERIES;1;34;39;;;;1;;;;;;;;;No;Nicolas Del Bianco;No;Yes;INTERFRAME22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;3:22 AM;INTERMARCHE BOUSSU DIRECT;10;;;;;;;;;;;;;;;Yes;Nicolas Del Bianco;No;Yes;INTERBOUSD22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;5:36 AM;LECLERC NOEUX-LES-MINES;1;24;39;;;;;;;;;;;;;No;Nicolas Del Bianco;No;Yes;LECLERCNOE22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;6:55 AM;PROSOL BOIS GRENIER;;;;;;;;;;;;;;;;No;Nicolas Del Bianco;No;No;PROSOLBOISGR22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;10:37 AM;LOMME PRIMEURS SARL;;;;;;;;;;;;;;;;No;Nicolas Del Bianco;No;No;LOMMEPRIME22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;10:37 AM;REO VEILING;;;;;;;;;;;;;;;;No;Nicolas Del Bianco;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;2:41 PM;JR Transport;;;;;;;;;;;;;;;;Yes;Nicolas Del Bianco;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:17 AM;JR Transport;;;;;;;;;;;;;;;;Yes;Claudy Lefevre Full;;;
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:18 AM;INTER NANINNE BY MESTDAGH DIR;;;;;;;;;;;;;;;;No;Claudy Lefevre Full;No;No;CARREFNANI22062023
;;;;;;;;;;;;;;;;;;;;;;
22/06/2023;8:36 AM;INTERMARCHE ASSESSE;31;166;;;;;;;;;;;;;;No;Claudy Lefevre Full;No;Yes;INTERASSES22062023
;;;;;;;;;;;;;;;;;;;;;;
